id,texto,costo
q_1109,¿Pregunta relacionada a Variable 1109?,1
q_1110,¿Pregunta relacionada a Variable 1110?,1
q_1111,¿Pregunta relacionada a Variable 1111?,3
q_1112,¿Pregunta relacionada a Variable 1112?,2
q_1113,¿Pregunta relacionada a Variable 1113?,2
q_1114,¿Pregunta relacionada a Variable 1114?,2
q_1115,¿Pregunta relacionada a Variable 1115?,2
q_1116,¿Pregunta relacionada a Variable 1116?,1
q_1117,¿Pregunta relacionada a Variable 1117?,1
q_1118,¿Pregunta relacionada a Variable 1118?,2
q_1119,¿Pregunta relacionada a Variable 1119?,3
q_1120,¿Pregunta relacionada a Variable 1120?,3
q_1121,¿Pregunta relacionada a Variable 1121?,1
q_1122,¿Pregunta relacionada a Variable 1122?,3
q_1123,¿Pregunta relacionada a Variable 1123?,1
q_1124,¿Pregunta relacionada a Variable 1124?,1
q_1125,¿Pregunta relacionada a Variable 1125?,2
q_1126,¿Pregunta relacionada a Variable 1126?,2
q_1127,¿Pregunta relacionada a Variable 1127?,2
q_1128,¿Pregunta relacionada a Variable 1128?,2
q_1129,¿Pregunta relacionada a Variable 1129?,2
q_1130,¿Pregunta relacionada a Variable 1130?,2
q_1131,¿Pregunta relacionada a Variable 1131?,3
q_1132,¿Pregunta relacionada a Variable 1132?,2
q_1133,¿Pregunta relacionada a Variable 1133?,2
q_1134,¿Pregunta relacionada a Variable 1134?,1
q_1135,¿Pregunta relacionada a Variable 1135?,1
q_1136,¿Pregunta relacionada a Variable 1136?,2
q_1137,¿Pregunta relacionada a Variable 1137?,1
q_1138,¿Pregunta relacionada a Variable 1138?,3
q_1139,¿Pregunta relacionada a Variable 1139?,3
q_1140,¿Pregunta relacionada a Variable 1140?,3
q_1141,¿Pregunta relacionada a Variable 1141?,3
q_1142,¿Pregunta relacionada a Variable 1142?,2
q_1143,¿Pregunta relacionada a Variable 1143?,3
q_1144,¿Pregunta relacionada a Variable 1144?,3
q_1145,¿Pregunta relacionada a Variable 1145?,3
q_1146,¿Pregunta relacionada a Variable 1146?,3
q_1147,¿Pregunta relacionada a Variable 1147?,1
q_1148,¿Pregunta relacionada a Variable 1148?,3
q_1149,¿Pregunta relacionada a Variable 1149?,3
q_1150,¿Pregunta relacionada a Variable 1150?,1
q_1151,¿Pregunta relacionada a Variable 1151?,1
q_1152,¿Pregunta relacionada a Variable 1152?,2
q_1153,¿Pregunta relacionada a Variable 1153?,1
q_1154,¿Pregunta relacionada a Variable 1154?,1
q_1155,¿Pregunta relacionada a Variable 1155?,1
q_1156,¿Pregunta relacionada a Variable 1156?,3
q_1157,¿Pregunta relacionada a Variable 1157?,2
q_1158,¿Pregunta relacionada a Variable 1158?,2
q_1159,¿Pregunta relacionada a Variable 1159?,3
q_1160,¿Pregunta relacionada a Variable 1160?,2
q_1161,¿Pregunta relacionada a Variable 1161?,3
q_1162,¿Pregunta relacionada a Variable 1162?,1
q_1163,¿Pregunta relacionada a Variable 1163?,3
q_1164,¿Pregunta relacionada a Variable 1164?,3
q_1165,¿Pregunta relacionada a Variable 1165?,1
q_1166,¿Pregunta relacionada a Variable 1166?,1
q_1167,¿Pregunta relacionada a Variable 1167?,2
q_1168,¿Pregunta relacionada a Variable 1168?,3
q_1169,¿Pregunta relacionada a Variable 1169?,1
q_1170,¿Pregunta relacionada a Variable 1170?,2
q_1171,¿Pregunta relacionada a Variable 1171?,3
q_1172,¿Pregunta relacionada a Variable 1172?,1
q_1173,¿Pregunta relacionada a Variable 1173?,1
q_1174,¿Pregunta relacionada a Variable 1174?,3
q_1175,¿Pregunta relacionada a Variable 1175?,1
q_1176,¿Pregunta relacionada a Variable 1176?,3
q_1177,¿Pregunta relacionada a Variable 1177?,3
q_1178,¿Pregunta relacionada a Variable 1178?,3
q_1179,¿Pregunta relacionada a Variable 1179?,1
q_1180,¿Pregunta relacionada a Variable 1180?,1
q_1181,¿Pregunta relacionada a Variable 1181?,3
q_1182,¿Pregunta relacionada a Variable 1182?,2
q_1183,¿Pregunta relacionada a Variable 1183?,3
q_1184,¿Pregunta relacionada a Variable 1184?,3
q_1185,¿Pregunta relacionada a Variable 1185?,3
q_1186,¿Pregunta relacionada a Variable 1186?,2
q_1187,¿Pregunta relacionada a Variable 1187?,1
q_1188,¿Pregunta relacionada a Variable 1188?,1
q_1189,¿Pregunta relacionada a Variable 1189?,3
q_1190,¿Pregunta relacionada a Variable 1190?,3
q_1191,¿Pregunta relacionada a Variable 1191?,1
q_1192,¿Pregunta relacionada a Variable 1192?,3
q_1193,¿Pregunta relacionada a Variable 1193?,1
q_1194,¿Pregunta relacionada a Variable 1194?,2
q_1195,¿Pregunta relacionada a Variable 1195?,3
q_1196,¿Pregunta relacionada a Variable 1196?,1
q_1197,¿Pregunta relacionada a Variable 1197?,1
q_1198,¿Pregunta relacionada a Variable 1198?,2
q_1199,¿Pregunta relacionada a Variable 1199?,3
q_1200,¿Pregunta relacionada a Variable 1200?,2
q_1201,¿Pregunta relacionada a Variable 1201?,1
q_1202,¿Pregunta relacionada a Variable 1202?,1
q_1203,¿Pregunta relacionada a Variable 1203?,2
q_1204,¿Pregunta relacionada a Variable 1204?,2
q_1205,¿Pregunta relacionada a Variable 1205?,2
q_1206,¿Pregunta relacionada a Variable 1206?,3
q_1207,¿Pregunta relacionada a Variable 1207?,1
q_1208,¿Pregunta relacionada a Variable 1208?,3
q_1209,¿Pregunta relacionada a Variable 1209?,3
q_1210,¿Pregunta relacionada a Variable 1210?,2
q_1211,¿Pregunta relacionada a Variable 1211?,3
q_1212,¿Pregunta relacionada a Variable 1212?,3
q_1213,¿Pregunta relacionada a Variable 1213?,2
q_1214,¿Pregunta relacionada a Variable 1214?,2
q_1215,¿Pregunta relacionada a Variable 1215?,2
q_1216,¿Pregunta relacionada a Variable 1216?,1
q_1217,¿Pregunta relacionada a Variable 1217?,1
q_1218,¿Pregunta relacionada a Variable 1218?,3
q_1219,¿Pregunta relacionada a Variable 1219?,3
q_1220,¿Pregunta relacionada a Variable 1220?,1
q_1221,¿Pregunta relacionada a Variable 1221?,3
q_1222,¿Pregunta relacionada a Variable 1222?,2
q_1223,¿Pregunta relacionada a Variable 1223?,1
q_1224,¿Pregunta relacionada a Variable 1224?,3
q_1225,¿Pregunta relacionada a Variable 1225?,3
q_1226,¿Pregunta relacionada a Variable 1226?,3
q_1227,¿Pregunta relacionada a Variable 1227?,1
q_1228,¿Pregunta relacionada a Variable 1228?,1
q_1229,¿Pregunta relacionada a Variable 1229?,1
q_1230,¿Pregunta relacionada a Variable 1230?,2
q_1231,¿Pregunta relacionada a Variable 1231?,3
q_1232,¿Pregunta relacionada a Variable 1232?,3
q_1233,¿Pregunta relacionada a Variable 1233?,2
q_1234,¿Pregunta relacionada a Variable 1234?,1
q_1235,¿Pregunta relacionada a Variable 1235?,1
q_1236,¿Pregunta relacionada a Variable 1236?,1
q_1237,¿Pregunta relacionada a Variable 1237?,2
q_1238,¿Pregunta relacionada a Variable 1238?,3
q_1239,¿Pregunta relacionada a Variable 1239?,2
q_1240,¿Pregunta relacionada a Variable 1240?,3
q_1241,¿Pregunta relacionada a Variable 1241?,3
q_1242,¿Pregunta relacionada a Variable 1242?,3
q_1243,¿Pregunta relacionada a Variable 1243?,2
q_1244,¿Pregunta relacionada a Variable 1244?,1
q_1245,¿Pregunta relacionada a Variable 1245?,1
q_1246,¿Pregunta relacionada a Variable 1246?,2
q_1247,¿Pregunta relacionada a Variable 1247?,3
q_1248,¿Pregunta relacionada a Variable 1248?,2
q_1249,¿Pregunta relacionada a Variable 1249?,1
q_1250,¿Pregunta relacionada a Variable 1250?,2
q_1251,¿Pregunta relacionada a Variable 1251?,3
q_1252,¿Pregunta relacionada a Variable 1252?,1
q_1253,¿Pregunta relacionada a Variable 1253?,3
q_1254,¿Pregunta relacionada a Variable 1254?,2
q_1255,¿Pregunta relacionada a Variable 1255?,3
q_1256,¿Pregunta relacionada a Variable 1256?,2
q_1257,¿Pregunta relacionada a Variable 1257?,1
q_1258,¿Pregunta relacionada a Variable 1258?,1
q_1259,¿Pregunta relacionada a Variable 1259?,1
q_1260,¿Pregunta relacionada a Variable 1260?,3
q_1261,¿Pregunta relacionada a Variable 1261?,2
q_1262,¿Pregunta relacionada a Variable 1262?,2
q_1263,¿Pregunta relacionada a Variable 1263?,2
q_1264,¿Pregunta relacionada a Variable 1264?,3
q_1265,¿Pregunta relacionada a Variable 1265?,2
q_1266,¿Pregunta relacionada a Variable 1266?,1
q_1267,¿Pregunta relacionada a Variable 1267?,2
q_1268,¿Pregunta relacionada a Variable 1268?,3
q_1269,¿Pregunta relacionada a Variable 1269?,1
q_1270,¿Pregunta relacionada a Variable 1270?,1
q_1271,¿Pregunta relacionada a Variable 1271?,3
q_1272,¿Pregunta relacionada a Variable 1272?,1
q_1273,¿Pregunta relacionada a Variable 1273?,2
q_1274,¿Pregunta relacionada a Variable 1274?,3
q_1275,¿Pregunta relacionada a Variable 1275?,2
q_1276,¿Pregunta relacionada a Variable 1276?,3
q_1277,¿Pregunta relacionada a Variable 1277?,3
q_1278,¿Pregunta relacionada a Variable 1278?,3
q_1279,¿Pregunta relacionada a Variable 1279?,2
q_1280,¿Pregunta relacionada a Variable 1280?,3
q_1281,¿Pregunta relacionada a Variable 1281?,1
q_1282,¿Pregunta relacionada a Variable 1282?,2
q_1283,¿Pregunta relacionada a Variable 1283?,3
q_1284,¿Pregunta relacionada a Variable 1284?,3
q_1285,¿Pregunta relacionada a Variable 1285?,2
q_1286,¿Pregunta relacionada a Variable 1286?,1
q_1287,¿Pregunta relacionada a Variable 1287?,1
q_1288,¿Pregunta relacionada a Variable 1288?,3
q_1289,¿Pregunta relacionada a Variable 1289?,3
q_1290,¿Pregunta relacionada a Variable 1290?,1
q_1291,¿Pregunta relacionada a Variable 1291?,3
q_1292,¿Pregunta relacionada a Variable 1292?,1
q_1293,¿Pregunta relacionada a Variable 1293?,1
q_1294,¿Pregunta relacionada a Variable 1294?,1
q_1295,¿Pregunta relacionada a Variable 1295?,1
q_1296,¿Pregunta relacionada a Variable 1296?,3
q_1297,¿Pregunta relacionada a Variable 1297?,2
q_1298,¿Pregunta relacionada a Variable 1298?,2
q_1299,¿Pregunta relacionada a Variable 1299?,1
q_1300,¿Pregunta relacionada a Variable 1300?,3
q_1301,¿Pregunta relacionada a Variable 1301?,2
q_1302,¿Pregunta relacionada a Variable 1302?,2
q_1303,¿Pregunta relacionada a Variable 1303?,1
q_1304,¿Pregunta relacionada a Variable 1304?,1
q_1305,¿Pregunta relacionada a Variable 1305?,3
q_1306,¿Pregunta relacionada a Variable 1306?,2
q_1307,¿Pregunta relacionada a Variable 1307?,1
q_1308,¿Pregunta relacionada a Variable 1308?,1
q_1309,¿Pregunta relacionada a Variable 1309?,3
q_1310,¿Pregunta relacionada a Variable 1310?,1
q_1311,¿Pregunta relacionada a Variable 1311?,1
q_1312,¿Pregunta relacionada a Variable 1312?,1
q_1313,¿Pregunta relacionada a Variable 1313?,1
q_1314,¿Pregunta relacionada a Variable 1314?,1
q_1315,¿Pregunta relacionada a Variable 1315?,3
q_1316,¿Pregunta relacionada a Variable 1316?,1
q_1317,¿Pregunta relacionada a Variable 1317?,2
q_1318,¿Pregunta relacionada a Variable 1318?,1
q_1319,¿Pregunta relacionada a Variable 1319?,1
q_1320,¿Pregunta relacionada a Variable 1320?,2
q_1321,¿Pregunta relacionada a Variable 1321?,2
q_1322,¿Pregunta relacionada a Variable 1322?,1
q_1323,¿Pregunta relacionada a Variable 1323?,3
q_1324,¿Pregunta relacionada a Variable 1324?,2
q_1325,¿Pregunta relacionada a Variable 1325?,3
q_1326,¿Pregunta relacionada a Variable 1326?,1
q_1327,¿Pregunta relacionada a Variable 1327?,1
q_1328,¿Pregunta relacionada a Variable 1328?,2
q_1329,¿Pregunta relacionada a Variable 1329?,2
q_1330,¿Pregunta relacionada a Variable 1330?,3
q_1331,¿Pregunta relacionada a Variable 1331?,1
q_1332,¿Pregunta relacionada a Variable 1332?,2
q_1333,¿Pregunta relacionada a Variable 1333?,2
q_1334,¿Pregunta relacionada a Variable 1334?,2
q_1335,¿Pregunta relacionada a Variable 1335?,3
q_1336,¿Pregunta relacionada a Variable 1336?,1
q_1337,¿Pregunta relacionada a Variable 1337?,2
q_1338,¿Pregunta relacionada a Variable 1338?,2
q_1339,¿Pregunta relacionada a Variable 1339?,2
q_1340,¿Pregunta relacionada a Variable 1340?,1
q_1341,¿Pregunta relacionada a Variable 1341?,3
q_1342,¿Pregunta relacionada a Variable 1342?,3
q_1343,¿Pregunta relacionada a Variable 1343?,1
q_1344,¿Pregunta relacionada a Variable 1344?,3
q_1345,¿Pregunta relacionada a Variable 1345?,3
q_1346,¿Pregunta relacionada a Variable 1346?,2
q_1347,¿Pregunta relacionada a Variable 1347?,3
q_1348,¿Pregunta relacionada a Variable 1348?,2
q_1349,¿Pregunta relacionada a Variable 1349?,3
q_1350,¿Pregunta relacionada a Variable 1350?,2
q_1351,¿Pregunta relacionada a Variable 1351?,1
q_1352,¿Pregunta relacionada a Variable 1352?,1
q_1353,¿Pregunta relacionada a Variable 1353?,3
q_1354,¿Pregunta relacionada a Variable 1354?,2
q_1355,¿Pregunta relacionada a Variable 1355?,1
q_1356,¿Pregunta relacionada a Variable 1356?,1
q_1357,¿Pregunta relacionada a Variable 1357?,3
q_1358,¿Pregunta relacionada a Variable 1358?,2
q_1359,¿Pregunta relacionada a Variable 1359?,2
q_1360,¿Pregunta relacionada a Variable 1360?,1
q_1361,¿Pregunta relacionada a Variable 1361?,3
q_1362,¿Pregunta relacionada a Variable 1362?,1
q_1363,¿Pregunta relacionada a Variable 1363?,1
q_1364,¿Pregunta relacionada a Variable 1364?,3
q_1365,¿Pregunta relacionada a Variable 1365?,3
q_1366,¿Pregunta relacionada a Variable 1366?,3
q_1367,¿Pregunta relacionada a Variable 1367?,2
q_1368,¿Pregunta relacionada a Variable 1368?,3
q_1369,¿Pregunta relacionada a Variable 1369?,3
q_1370,¿Pregunta relacionada a Variable 1370?,1
q_1371,¿Pregunta relacionada a Variable 1371?,3
q_1372,¿Pregunta relacionada a Variable 1372?,3
q_1373,¿Pregunta relacionada a Variable 1373?,1
q_1374,¿Pregunta relacionada a Variable 1374?,2
q_1375,¿Pregunta relacionada a Variable 1375?,3
q_1376,¿Pregunta relacionada a Variable 1376?,1
q_1377,¿Pregunta relacionada a Variable 1377?,2
q_1378,¿Pregunta relacionada a Variable 1378?,2
q_1379,¿Pregunta relacionada a Variable 1379?,3
q_1380,¿Pregunta relacionada a Variable 1380?,2
q_1381,¿Pregunta relacionada a Variable 1381?,3
q_1382,¿Pregunta relacionada a Variable 1382?,2
q_1383,¿Pregunta relacionada a Variable 1383?,2
q_1384,¿Pregunta relacionada a Variable 1384?,2
q_1385,¿Pregunta relacionada a Variable 1385?,3
q_1386,¿Pregunta relacionada a Variable 1386?,2
q_1387,¿Pregunta relacionada a Variable 1387?,1
q_1388,¿Pregunta relacionada a Variable 1388?,1
q_1389,¿Pregunta relacionada a Variable 1389?,2
q_1390,¿Pregunta relacionada a Variable 1390?,3
q_1391,¿Pregunta relacionada a Variable 1391?,1
q_1392,¿Pregunta relacionada a Variable 1392?,2
q_1393,¿Pregunta relacionada a Variable 1393?,1
q_1394,¿Pregunta relacionada a Variable 1394?,1
q_1395,¿Pregunta relacionada a Variable 1395?,1
q_1396,¿Pregunta relacionada a Variable 1396?,1
q_1397,¿Pregunta relacionada a Variable 1397?,1
q_1398,¿Pregunta relacionada a Variable 1398?,2
q_1399,¿Pregunta relacionada a Variable 1399?,1
q_1400,¿Pregunta relacionada a Variable 1400?,2
q_1401,¿Pregunta relacionada a Variable 1401?,1
q_1402,¿Pregunta relacionada a Variable 1402?,3
q_1403,¿Pregunta relacionada a Variable 1403?,2
q_1404,¿Pregunta relacionada a Variable 1404?,3
q_1405,¿Pregunta relacionada a Variable 1405?,3
q_1406,¿Pregunta relacionada a Variable 1406?,1
q_1407,¿Pregunta relacionada a Variable 1407?,1
q_1408,¿Pregunta relacionada a Variable 1408?,1
q_1409,¿Pregunta relacionada a Variable 1409?,1
q_1410,¿Pregunta relacionada a Variable 1410?,1
q_1411,¿Pregunta relacionada a Variable 1411?,3
q_1412,¿Pregunta relacionada a Variable 1412?,3
q_1413,¿Pregunta relacionada a Variable 1413?,1
q_1414,¿Pregunta relacionada a Variable 1414?,1
q_1415,¿Pregunta relacionada a Variable 1415?,2
q_1416,¿Pregunta relacionada a Variable 1416?,2
q_1417,¿Pregunta relacionada a Variable 1417?,3
q_1418,¿Pregunta relacionada a Variable 1418?,3
q_1419,¿Pregunta relacionada a Variable 1419?,3
q_1420,¿Pregunta relacionada a Variable 1420?,1
q_1421,¿Pregunta relacionada a Variable 1421?,3
q_1422,¿Pregunta relacionada a Variable 1422?,3
q_1423,¿Pregunta relacionada a Variable 1423?,3
q_1424,¿Pregunta relacionada a Variable 1424?,2
q_1425,¿Pregunta relacionada a Variable 1425?,3
q_1426,¿Pregunta relacionada a Variable 1426?,3
q_1427,¿Pregunta relacionada a Variable 1427?,2
q_1428,¿Pregunta relacionada a Variable 1428?,3
q_1429,¿Pregunta relacionada a Variable 1429?,1
q_1430,¿Pregunta relacionada a Variable 1430?,2
q_1431,¿Pregunta relacionada a Variable 1431?,3
q_1432,¿Pregunta relacionada a Variable 1432?,2
q_1433,¿Pregunta relacionada a Variable 1433?,3
q_1434,¿Pregunta relacionada a Variable 1434?,3
q_1435,¿Pregunta relacionada a Variable 1435?,2
q_1436,¿Pregunta relacionada a Variable 1436?,1
q_1437,¿Pregunta relacionada a Variable 1437?,2
q_1438,¿Pregunta relacionada a Variable 1438?,1
q_1439,¿Pregunta relacionada a Variable 1439?,1
q_1440,¿Pregunta relacionada a Variable 1440?,2
q_1441,¿Pregunta relacionada a Variable 1441?,3
q_1442,¿Pregunta relacionada a Variable 1442?,1
q_1443,¿Pregunta relacionada a Variable 1443?,2
q_1444,¿Pregunta relacionada a Variable 1444?,3
q_1445,¿Pregunta relacionada a Variable 1445?,3
q_1446,¿Pregunta relacionada a Variable 1446?,3
q_1447,¿Pregunta relacionada a Variable 1447?,2
q_1448,¿Pregunta relacionada a Variable 1448?,2
q_1449,¿Pregunta relacionada a Variable 1449?,3
q_1450,¿Pregunta relacionada a Variable 1450?,3
q_1451,¿Pregunta relacionada a Variable 1451?,3
q_1452,¿Pregunta relacionada a Variable 1452?,3
q_1453,¿Pregunta relacionada a Variable 1453?,2
q_1454,¿Pregunta relacionada a Variable 1454?,3
q_1455,¿Pregunta relacionada a Variable 1455?,1
q_1456,¿Pregunta relacionada a Variable 1456?,1
q_1457,¿Pregunta relacionada a Variable 1457?,2
q_1458,¿Pregunta relacionada a Variable 1458?,1
q_1459,¿Pregunta relacionada a Variable 1459?,1
q_1460,¿Pregunta relacionada a Variable 1460?,1
q_1461,¿Pregunta relacionada a Variable 1461?,2
q_1462,¿Pregunta relacionada a Variable 1462?,1
q_1463,¿Pregunta relacionada a Variable 1463?,3
q_1464,¿Pregunta relacionada a Variable 1464?,1
q_1465,¿Pregunta relacionada a Variable 1465?,1
q_1466,¿Pregunta relacionada a Variable 1466?,1
q_1467,¿Pregunta relacionada a Variable 1467?,3
q_1468,¿Pregunta relacionada a Variable 1468?,2
q_1469,¿Pregunta relacionada a Variable 1469?,2
q_1470,¿Pregunta relacionada a Variable 1470?,1
q_1471,¿Pregunta relacionada a Variable 1471?,3
q_1472,¿Pregunta relacionada a Variable 1472?,1
q_1473,¿Pregunta relacionada a Variable 1473?,2
q_1474,¿Pregunta relacionada a Variable 1474?,2
q_1475,¿Pregunta relacionada a Variable 1475?,3
q_1476,¿Pregunta relacionada a Variable 1476?,3
q_1477,¿Pregunta relacionada a Variable 1477?,2
q_1478,¿Pregunta relacionada a Variable 1478?,2
q_1479,¿Pregunta relacionada a Variable 1479?,2
q_1480,¿Pregunta relacionada a Variable 1480?,1
q_1481,¿Pregunta relacionada a Variable 1481?,2
q_1482,¿Pregunta relacionada a Variable 1482?,2
q_1483,¿Pregunta relacionada a Variable 1483?,3
q_1484,¿Pregunta relacionada a Variable 1484?,2
q_1485,¿Pregunta relacionada a Variable 1485?,2
q_1486,¿Pregunta relacionada a Variable 1486?,3
q_1487,¿Pregunta relacionada a Variable 1487?,2
q_1488,¿Pregunta relacionada a Variable 1488?,3
q_1489,¿Pregunta relacionada a Variable 1489?,3
q_1490,¿Pregunta relacionada a Variable 1490?,3
q_1491,¿Pregunta relacionada a Variable 1491?,3
q_1492,¿Pregunta relacionada a Variable 1492?,3
q_1493,¿Pregunta relacionada a Variable 1493?,3
q_1494,¿Pregunta relacionada a Variable 1494?,3
q_1495,¿Pregunta relacionada a Variable 1495?,2
q_1496,¿Pregunta relacionada a Variable 1496?,1
q_1497,¿Pregunta relacionada a Variable 1497?,2
q_1498,¿Pregunta relacionada a Variable 1498?,3
q_1499,¿Pregunta relacionada a Variable 1499?,3
